opportunity_id,account_id,created_date,expected_close_date,sales_rep,region,industry,segment,lead_source,stage,amount,probability,sales_cycle_days,weighted_pipeline
OPP-202989,ACC-12483,2024-02-27,2024-05-18,Rep 3,Northeast,Logistics,Enterprise,Outbound,Lead,127700,0.08,81,10216.0
OPP-202990,ACC-12999,2025-05-12,2025-05-19,Rep 40,West,Software,SMB,Referral,Closed Lost,13500,0.0,7,0.0
OPP-202991,ACC-13525,2023-01-04,2023-03-14,Rep 10,Northeast,Real Estate,Enterprise,Inbound,Proposal,96400,0.56,69,53984.0
OPP-202992,ACC-12033,2024-06-11,2024-07-12,Rep 36,West,Logistics,SMB,Inbound,Demo,46500,0.38,31,17670.0
OPP-202993,ACC-14602,2023-12-06,2023-12-31,Rep 20,Southeast,Finance,SMB,Paid Search,Lead,2900,0.08,25,232.0
OPP-202994,ACC-14271,2023-03-12,2023-03-15,Rep 5,Northeast,Software,SMB,Outbound,Closed Lost,5600,0.0,3,0.0
OPP-202995,ACC-11830,2025-05-03,2025-06-09,Rep 5,Southeast,Real Estate,SMB,Referral,Closed Won,10100,1.0,37,10100.0
OPP-202996,ACC-12477,2025-01-02,2025-01-17,Rep 8,West,Logistics,SMB,Inbound,Proposal,15900,0.56,15,8904.0
OPP-202997,ACC-12708,2024-10-13,2025-01-30,Rep 9,Southeast,Manufacturing,Enterprise,Inbound,Proposal,88300,0.56,109,49448.0
OPP-202998,ACC-10318,2023-01-30,2023-03-27,Rep 6,Northeast,Education,SMB,Event,Negotiation,4100,0.72,56,2952.0
OPP-202999,ACC-11072,2024-01-03,2024-01-07,Rep 3,Northeast,Finance,SMB,Outbound,Demo,9400,0.38,4,3572.0
OPP-203000,ACC-13316,2023-06-08,2023-07-24,Rep 25,Southeast,Retail,Mid-Market,Paid Search,Closed Lost,34100,0.0,46,0.0
OPP-203001,ACC-15727,2025-06-17,2025-06-28,Rep 6,Southwest,Logistics,SMB,Inbound,Closed Lost,4500,0.0,11,0.0
OPP-203002,ACC-12777,2025-06-01,2025-07-09,Rep 22,Southwest,Healthcare,SMB,Inbound,Negotiation,12700,0.72,38,9144.0
OPP-203003,ACC-13828,2024-01-14,2024-03-01,Rep 17,Southwest,Healthcare,Mid-Market,Inbound,Demo,31700,0.38,47,12046.0
OPP-203004,ACC-11644,2025-01-07,2025-03-26,Rep 10,West,Education,SMB,Event,Qualified,54500,0.22,78,11990.0
OPP-203005,ACC-10284,2024-04-19,2024-07-02,Rep 29,Midwest,Logistics,Mid-Market,Inbound,Proposal,12000,0.56,74,6720.0
OPP-203006,ACC-10645,2024-11-17,2024-12-24,Rep 6,Midwest,Real Estate,SMB,Inbound,Closed Lost,5400,0.0,37,0.0
OPP-203007,ACC-10393,2024-10-23,2024-11-30,Rep 18,Midwest,Education,SMB,Inbound,Closed Won,3700,1.0,38,3700.0
OPP-203008,ACC-12446,2023-03-08,2023-04-30,Rep 4,Northeast,Real Estate,Mid-Market,Outbound,Proposal,16300,0.56,53,9128.0
OPP-203009,ACC-14158,2023-11-16,2024-01-07,Rep 23,Northeast,Real Estate,Enterprise,Partner,Negotiation,49900,0.72,52,35928.0
OPP-203010,ACC-15484,2023-05-20,2023-07-31,Rep 34,West,Retail,Mid-Market,Inbound,Demo,39300,0.38,72,14934.0
OPP-203011,ACC-11303,2024-07-02,2024-09-30,Rep 31,Southwest,Retail,Enterprise,Paid Search,Proposal,301800,0.56,90,169008.0
OPP-203012,ACC-10650,2024-02-21,2024-03-11,Rep 19,Northeast,Manufacturing,SMB,Event,Negotiation,3300,0.72,19,2376.0
OPP-203013,ACC-13420,2025-01-18,2025-03-22,Rep 28,Northeast,Education,Enterprise,Partner,Qualified,67700,0.22,63,14894.0
OPP-203014,ACC-15587,2024-06-03,2024-07-24,Rep 33,Midwest,Retail,Mid-Market,Outbound,Qualified,18200,0.22,51,4004.0
OPP-203015,ACC-14470,2023-01-22,2023-02-27,Rep 40,Midwest,Education,SMB,Inbound,Proposal,5600,0.56,36,3136.0
OPP-203016,ACC-13143,2023-01-26,2023-03-22,Rep 17,Midwest,Finance,Mid-Market,Outbound,Closed Lost,218100,0.0,55,0.0
OPP-203017,ACC-15664,2024-10-01,2024-11-06,Rep 21,Midwest,Manufacturing,Mid-Market,Inbound,Proposal,62900,0.56,36,35224.0
OPP-203018,ACC-10183,2023-06-09,2023-06-26,Rep 25,Southwest,Manufacturing,SMB,Outbound,Closed Lost,10200,0.0,17,0.0
OPP-203019,ACC-13813,2023-01-29,2023-02-03,Rep 22,Southwest,Logistics,SMB,Inbound,Qualified,14700,0.22,5,3234.0
OPP-203020,ACC-14821,2024-12-21,2025-02-20,Rep 7,Midwest,Retail,Mid-Market,Outbound,Closed Won,30000,1.0,61,30000.0
OPP-203021,ACC-13773,2025-01-27,2025-03-24,Rep 33,Northeast,Logistics,Mid-Market,Outbound,Proposal,23400,0.56,56,13104.0
OPP-203022,ACC-11303,2024-01-13,2024-04-05,Rep 19,Southwest,Retail,Enterprise,Event,Demo,51000,0.38,83,19380.0
OPP-203023,ACC-15138,2025-01-21,2025-04-02,Rep 25,Midwest,Logistics,Enterprise,Outbound,Lead,397900,0.08,71,31832.0
OPP-203024,ACC-13940,2023-10-11,2024-01-05,Rep 7,West,Healthcare,Mid-Market,Inbound,Proposal,98200,0.56,86,54992.0
OPP-203025,ACC-14234,2025-06-06,2025-07-17,Rep 13,West,Finance,SMB,Partner,Proposal,8400,0.56,41,4704.0
OPP-203026,ACC-13417,2024-05-12,2024-06-25,Rep 10,Southeast,Software,SMB,Referral,Proposal,9100,0.56,44,5096.0
OPP-203027,ACC-13469,2025-04-14,2025-07-19,Rep 36,Northeast,Healthcare,Mid-Market,Referral,Negotiation,21700,0.72,96,15624.0
OPP-203028,ACC-14739,2023-04-20,2023-07-01,Rep 7,Midwest,Manufacturing,Mid-Market,Event,Closed Won,39500,1.0,72,39500.0
OPP-203029,ACC-15221,2023-05-11,2023-06-09,Rep 11,Northeast,Healthcare,Mid-Market,Inbound,Qualified,31100,0.22,29,6842.0
OPP-203030,ACC-13860,2023-08-02,2023-10-09,Rep 5,Southwest,Education,SMB,Event,Qualified,10700,0.22,68,2354.0
OPP-203031,ACC-11283,2023-11-07,2024-01-13,Rep 17,Midwest,Education,Mid-Market,Inbound,Lead,21900,0.08,67,1752.0
OPP-203032,ACC-15573,2024-07-25,2024-09-06,Rep 35,West,Software,SMB,Inbound,Proposal,18600,0.56,43,10416.0
OPP-203033,ACC-13811,2024-02-20,2024-03-26,Rep 15,West,Education,SMB,Partner,Demo,10300,0.38,35,3914.0
OPP-203034,ACC-14978,2024-03-01,2024-04-17,Rep 28,West,Manufacturing,SMB,Outbound,Demo,4100,0.38,47,1558.0
OPP-203035,ACC-12503,2024-05-31,2024-07-23,Rep 3,Southeast,Logistics,SMB,Paid Search,Proposal,6500,0.56,53,3640.0
OPP-203036,ACC-10563,2023-06-29,2023-09-10,Rep 39,West,Real Estate,Mid-Market,Outbound,Closed Lost,117300,0.0,73,0.0
OPP-203037,ACC-10001,2023-11-22,2023-12-02,Rep 24,West,Logistics,SMB,Outbound,Proposal,8000,0.56,10,4480.0
OPP-203038,ACC-11236,2023-10-02,2023-10-24,Rep 35,Midwest,Manufacturing,SMB,Event,Negotiation,22600,0.72,22,16272.0
OPP-203039,ACC-10057,2023-12-18,2024-02-10,Rep 37,Southwest,Finance,Mid-Market,Inbound,Negotiation,8400,0.72,54,6048.0
OPP-203040,ACC-11421,2024-12-21,2025-04-28,Rep 41,Northeast,Finance,Enterprise,Inbound,Proposal,49000,0.56,128,27440.0
OPP-203041,ACC-10118,2024-09-02,2024-11-08,Rep 29,Midwest,Retail,Mid-Market,Inbound,Lead,31200,0.08,67,2496.0
OPP-203042,ACC-15825,2023-12-04,2024-01-13,Rep 12,Northeast,Healthcare,SMB,Paid Search,Qualified,14900,0.22,40,3278.0
OPP-203043,ACC-10545,2025-05-27,2025-09-14,Rep 27,Northeast,Healthcare,Mid-Market,Inbound,Closed Won,59200,1.0,110,59200.0
OPP-203044,ACC-13822,2023-12-21,2024-02-22,Rep 32,West,Education,Mid-Market,Inbound,Qualified,86800,0.22,63,19096.0
OPP-203045,ACC-13222,2023-02-08,2023-05-09,Rep 4,Midwest,Education,Mid-Market,Partner,Demo,43100,0.38,90,16378.0
OPP-203046,ACC-14624,2023-12-21,2024-02-26,Rep 27,Midwest,Software,Mid-Market,Partner,Qualified,62400,0.22,67,13728.0
OPP-203047,ACC-11137,2023-05-23,2023-05-31,Rep 34,Southwest,Logistics,SMB,Inbound,Demo,6600,0.38,8,2508.0
OPP-203048,ACC-15137,2024-12-17,2025-01-05,Rep 19,Midwest,Healthcare,Mid-Market,Outbound,Qualified,34200,0.22,19,7524.0
OPP-203049,ACC-15268,2023-10-18,2023-11-16,Rep 13,West,Real Estate,SMB,Referral,Closed Won,5500,1.0,29,5500.0
OPP-203050,ACC-15044,2025-06-19,2025-06-22,Rep 10,Midwest,Retail,SMB,Referral,Demo,4600,0.38,3,1748.0
OPP-203051,ACC-11098,2024-09-28,2024-12-01,Rep 42,Midwest,Software,SMB,Inbound,Proposal,5900,0.56,64,3304.0
OPP-203052,ACC-12604,2023-02-03,2023-03-14,Rep 35,Northeast,Software,SMB,Outbound,Closed Won,2100,1.0,39,2100.0
OPP-203053,ACC-11314,2023-04-01,2023-05-10,Rep 6,Northeast,Education,SMB,Event,Qualified,6500,0.22,39,1430.0
OPP-203054,ACC-12545,2024-03-12,2024-05-27,Rep 3,West,Manufacturing,Enterprise,Event,Closed Lost,75100,0.0,76,0.0
OPP-203055,ACC-13738,2024-12-31,2025-03-20,Rep 39,Southeast,Healthcare,Enterprise,Referral,Closed Lost,121000,0.0,79,0.0
OPP-203056,ACC-11809,2024-02-25,2024-04-01,Rep 12,Southwest,Finance,SMB,Outbound,Proposal,15500,0.56,36,8680.0
OPP-203057,ACC-14741,2024-09-21,2024-11-01,Rep 16,Southeast,Logistics,Mid-Market,Outbound,Closed Lost,10400,0.0,41,0.0
OPP-203058,ACC-11630,2024-08-01,2024-10-03,Rep 21,Midwest,Manufacturing,SMB,Outbound,Closed Won,7700,1.0,63,7700.0
OPP-203059,ACC-10477,2025-01-15,2025-02-06,Rep 41,Northeast,Education,SMB,Referral,Lead,55700,0.08,22,4456.0
OPP-203060,ACC-13398,2024-03-20,2024-04-15,Rep 6,Northeast,Manufacturing,Mid-Market,Paid Search,Negotiation,79400,0.72,26,57168.0
OPP-203061,ACC-15386,2023-07-19,2023-07-22,Rep 25,Southwest,Healthcare,SMB,Event,Demo,6300,0.38,3,2394.0
OPP-203062,ACC-14443,2023-04-06,2023-04-25,Rep 21,West,Manufacturing,SMB,Outbound,Demo,9000,0.38,19,3420.0
OPP-203063,ACC-13392,2025-03-22,2025-04-17,Rep 7,Southwest,Software,SMB,Referral,Demo,2600,0.38,26,988.0
OPP-203064,ACC-13791,2023-01-09,2023-02-20,Rep 1,West,Education,SMB,Event,Closed Lost,10900,0.0,42,0.0
OPP-203065,ACC-10399,2023-07-28,2023-08-20,Rep 32,West,Manufacturing,SMB,Partner,Proposal,3300,0.56,23,1848.0
OPP-203066,ACC-12105,2023-09-22,2023-12-14,Rep 41,Midwest,Retail,Enterprise,Outbound,Qualified,103400,0.22,83,22748.0
OPP-203067,ACC-14425,2024-10-12,2024-11-02,Rep 37,Southwest,Software,SMB,Referral,Closed Lost,12600,0.0,21,0.0
OPP-203068,ACC-11298,2024-12-03,2025-02-05,Rep 10,Northeast,Healthcare,SMB,Partner,Demo,7200,0.38,64,2736.0
OPP-203069,ACC-13169,2023-05-08,2023-07-09,Rep 10,West,Education,Mid-Market,Outbound,Lead,33300,0.08,62,2664.0
OPP-203070,ACC-13710,2023-01-10,2023-01-17,Rep 40,Northeast,Software,Mid-Market,Inbound,Demo,31700,0.38,7,12046.0
OPP-203071,ACC-10563,2024-03-05,2024-04-29,Rep 40,West,Real Estate,Mid-Market,Paid Search,Proposal,33100,0.56,55,18536.0
OPP-203072,ACC-10485,2024-06-08,2024-08-01,Rep 25,Southeast,Software,Mid-Market,Outbound,Qualified,5100,0.22,54,1122.0
OPP-203073,ACC-10149,2023-02-07,2023-03-17,Rep 4,Southeast,Logistics,SMB,Partner,Qualified,7000,0.22,38,1540.0
OPP-203074,ACC-14302,2024-12-11,2025-01-21,Rep 32,West,Education,Mid-Market,Outbound,Closed Lost,16200,0.0,41,0.0
OPP-203075,ACC-13651,2024-04-22,2024-05-21,Rep 21,West,Logistics,SMB,Inbound,Demo,11600,0.38,29,4408.0
OPP-203076,ACC-12788,2024-04-02,2024-04-05,Rep 6,Southwest,Manufacturing,SMB,Event,Closed Won,12200,1.0,3,12200.0
OPP-203077,ACC-11621,2024-01-06,2024-01-24,Rep 24,Northeast,Logistics,SMB,Inbound,Proposal,3000,0.56,18,1680.0
OPP-203078,ACC-14026,2025-03-16,2025-04-30,Rep 22,Southwest,Finance,SMB,Partner,Proposal,10300,0.56,45,5768.0
OPP-203079,ACC-14864,2024-01-30,2024-03-11,Rep 9,West,Retail,Mid-Market,Referral,Demo,22000,0.38,41,8360.0
OPP-203080,ACC-14133,2024-12-07,2025-02-23,Rep 13,Southeast,Manufacturing,Enterprise,Inbound,Negotiation,146200,0.72,78,105264.0
OPP-203081,ACC-13962,2024-08-12,2024-08-15,Rep 19,Northeast,Manufacturing,SMB,Outbound,Closed Won,3000,1.0,3,3000.0
OPP-203082,ACC-12042,2024-05-23,2024-06-11,Rep 27,Southeast,Retail,SMB,Referral,Demo,4700,0.38,19,1786.0
OPP-203083,ACC-14940,2023-11-13,2024-01-20,Rep 27,Southwest,Logistics,Mid-Market,Referral,Closed Won,46800,1.0,68,46800.0
OPP-203084,ACC-11225,2025-05-17,2025-07-02,Rep 40,Southwest,Retail,Mid-Market,Outbound,Lead,26500,0.08,46,2120.0
OPP-203085,ACC-10788,2023-03-06,2023-03-26,Rep 19,Southwest,Manufacturing,SMB,Inbound,Negotiation,5900,0.72,20,4248.0
OPP-203086,ACC-10280,2025-05-04,2025-07-31,Rep 22,Northeast,Logistics,Enterprise,Outbound,Demo,94100,0.38,88,35758.0
OPP-203087,ACC-14627,2024-04-12,2024-06-04,Rep 33,West,Retail,Mid-Market,Event,Qualified,40500,0.22,53,8910.0
OPP-203088,ACC-13599,2025-03-25,2025-04-25,Rep 24,West,Education,Mid-Market,Inbound,Negotiation,40200,0.72,31,28944.0
OPP-203089,ACC-11704,2024-09-26,2025-01-13,Rep 1,Southeast,Education,Enterprise,Outbound,Lead,174600,0.08,109,13968.0
OPP-203090,ACC-11000,2024-08-16,2024-10-06,Rep 22,Midwest,Retail,Mid-Market,Outbound,Demo,27700,0.38,51,10526.0
OPP-203091,ACC-11653,2023-05-03,2023-05-27,Rep 39,Midwest,Finance,SMB,Outbound,Demo,4100,0.38,24,1558.0
OPP-203092,ACC-15081,2025-01-13,2025-02-19,Rep 36,Midwest,Finance,SMB,Partner,Proposal,9400,0.56,37,5264.0
OPP-203093,ACC-10099,2025-05-12,2025-06-02,Rep 2,Midwest,Education,Mid-Market,Event,Closed Won,28300,1.0,21,28300.0
OPP-203094,ACC-12613,2024-08-23,2024-10-05,Rep 21,West,Finance,Mid-Market,Referral,Lead,41400,0.08,43,3312.0
OPP-203095,ACC-15936,2024-09-02,2024-11-04,Rep 40,Northeast,Software,Mid-Market,Outbound,Lead,32600,0.08,63,2608.0
OPP-203096,ACC-15477,2025-03-02,2025-06-08,Rep 4,Midwest,Finance,Enterprise,Outbound,Proposal,52200,0.56,98,29232.0
OPP-203097,ACC-15894,2024-01-02,2024-03-30,Rep 25,West,Manufacturing,Mid-Market,Referral,Proposal,89500,0.56,88,50120.0
OPP-203098,ACC-10548,2023-01-19,2023-04-16,Rep 14,Midwest,Logistics,Mid-Market,Partner,Qualified,38700,0.22,87,8514.0
OPP-203099,ACC-11974,2025-04-21,2025-07-02,Rep 9,Southwest,Real Estate,Mid-Market,Partner,Lead,17400,0.08,72,1392.0
OPP-203100,ACC-13552,2024-02-04,2024-03-23,Rep 26,Southwest,Logistics,SMB,Paid Search,Negotiation,3000,0.72,48,2160.0
OPP-203101,ACC-14009,2025-02-21,2025-03-23,Rep 9,Southwest,Finance,SMB,Inbound,Closed Lost,4800,0.0,30,0.0
OPP-203102,ACC-10955,2025-01-15,2025-02-07,Rep 22,Midwest,Retail,SMB,Inbound,Closed Won,4400,1.0,23,4400.0
OPP-203103,ACC-14075,2025-01-20,2025-02-15,Rep 7,Southeast,Logistics,SMB,Inbound,Proposal,22300,0.56,26,12488.0
OPP-203104,ACC-15690,2023-02-26,2023-03-21,Rep 15,Southwest,Software,SMB,Inbound,Closed Won,1600,1.0,23,1600.0
OPP-203105,ACC-14537,2023-04-10,2023-06-03,Rep 24,Southwest,Healthcare,SMB,Paid Search,Proposal,8000,0.56,54,4480.0
OPP-203106,ACC-15326,2025-05-23,2025-07-05,Rep 16,Northeast,Finance,SMB,Outbound,Lead,16400,0.08,43,1312.0
OPP-203107,ACC-13189,2023-01-26,2023-02-03,Rep 33,Northeast,Retail,Mid-Market,Paid Search,Demo,61400,0.38,8,23332.0
OPP-203108,ACC-14033,2024-04-24,2024-05-16,Rep 3,Southeast,Real Estate,SMB,Referral,Lead,18900,0.08,22,1512.0
OPP-203109,ACC-13118,2023-09-02,2023-11-15,Rep 15,Northeast,Finance,Enterprise,Outbound,Lead,408600,0.08,74,32688.0
OPP-203110,ACC-11449,2023-01-01,2023-03-15,Rep 11,Midwest,Retail,Mid-Market,Inbound,Qualified,15600,0.22,73,3432.0
OPP-203111,ACC-13877,2023-10-10,2023-12-20,Rep 27,Northeast,Education,Mid-Market,Paid Search,Closed Won,26100,1.0,71,26100.0
OPP-203112,ACC-11245,2024-05-10,2024-06-16,Rep 31,Midwest,Education,SMB,Inbound,Proposal,13700,0.56,37,7672.0
OPP-203113,ACC-14208,2024-03-04,2024-04-11,Rep 40,Midwest,Finance,SMB,Paid Search,Demo,6200,0.38,38,2356.0
OPP-203114,ACC-13968,2025-02-02,2025-02-28,Rep 27,Northeast,Education,SMB,Inbound,Lead,16100,0.08,26,1288.0
OPP-203115,ACC-15219,2024-07-20,2024-07-23,Rep 42,Northeast,Finance,SMB,Event,Proposal,9300,0.56,3,5208.0
OPP-203116,ACC-10207,2024-07-22,2024-09-08,Rep 29,Southwest,Healthcare,SMB,Referral,Negotiation,14700,0.72,48,10584.0
OPP-203117,ACC-12162,2025-01-19,2025-03-02,Rep 1,Southeast,Manufacturing,SMB,Inbound,Closed Lost,22100,0.0,42,0.0
OPP-203118,ACC-10876,2024-03-11,2024-07-02,Rep 19,West,Real Estate,Enterprise,Partner,Negotiation,149900,0.72,113,107928.0
OPP-203119,ACC-12420,2023-04-02,2023-05-10,Rep 4,Southwest,Retail,Mid-Market,Inbound,Demo,17600,0.38,38,6688.0
OPP-203120,ACC-13598,2024-06-04,2024-08-03,Rep 4,Northeast,Finance,Mid-Market,Event,Proposal,80700,0.56,60,45192.0
OPP-203121,ACC-15485,2024-09-29,2024-11-22,Rep 5,Southeast,Finance,SMB,Event,Proposal,2200,0.56,54,1232.0
OPP-203122,ACC-15494,2023-01-08,2023-02-14,Rep 31,West,Healthcare,SMB,Inbound,Closed Lost,8600,0.0,37,0.0
OPP-203123,ACC-12404,2024-11-02,2025-01-03,Rep 10,Southwest,Education,SMB,Referral,Qualified,7900,0.22,62,1738.0
OPP-203124,ACC-14934,2024-07-30,2024-10-03,Rep 40,Northeast,Retail,SMB,Paid Search,Closed Won,2400,1.0,65,2400.0
OPP-203125,ACC-11911,2025-01-21,2025-03-17,Rep 28,Midwest,Finance,SMB,Event,Lead,4700,0.08,55,376.0
OPP-203126,ACC-12733,2024-05-22,2024-08-24,Rep 11,Southeast,Manufacturing,Mid-Market,Paid Search,Closed Won,72600,1.0,94,72600.0
OPP-203127,ACC-12674,2023-06-30,2023-09-23,Rep 19,West,Education,Enterprise,Inbound,Proposal,111200,0.56,85,62272.0
OPP-203128,ACC-13456,2025-02-27,2025-03-29,Rep 34,West,Software,SMB,Inbound,Proposal,7000,0.56,30,3920.0
OPP-203129,ACC-13265,2023-12-13,2024-01-31,Rep 23,Northeast,Healthcare,Mid-Market,Outbound,Demo,63500,0.38,49,24130.0
OPP-203130,ACC-13125,2023-04-29,2023-06-24,Rep 22,Southeast,Healthcare,Enterprise,Outbound,Negotiation,253500,0.72,56,182520.0
OPP-203131,ACC-10380,2025-05-14,2025-06-09,Rep 41,Southwest,Logistics,SMB,Partner,Closed Lost,5700,0.0,26,0.0
OPP-203132,ACC-14394,2024-04-03,2024-05-31,Rep 3,Northeast,Manufacturing,Enterprise,Outbound,Closed Won,61100,1.0,58,61100.0
OPP-203133,ACC-12045,2023-07-27,2023-08-07,Rep 17,Southeast,Finance,SMB,Event,Qualified,6100,0.22,11,1342.0
OPP-203134,ACC-10675,2023-07-27,2023-08-14,Rep 19,Northeast,Manufacturing,SMB,Outbound,Lead,4500,0.08,18,360.0
OPP-203135,ACC-15029,2025-03-23,2025-04-02,Rep 37,Northeast,Logistics,SMB,Outbound,Demo,4000,0.38,10,1520.0
OPP-203136,ACC-13354,2023-04-05,2023-05-12,Rep 29,Southeast,Education,SMB,Event,Lead,24500,0.08,37,1960.0
OPP-203137,ACC-15452,2025-04-06,2025-04-24,Rep 5,Southeast,Retail,SMB,Outbound,Qualified,6000,0.22,18,1320.0
OPP-203138,ACC-11809,2024-11-10,2024-12-09,Rep 4,Southwest,Finance,SMB,Event,Demo,12200,0.38,29,4636.0
OPP-203139,ACC-10625,2023-02-24,2023-04-25,Rep 15,Southeast,Logistics,Mid-Market,Outbound,Qualified,54200,0.22,60,11924.0
OPP-203140,ACC-13764,2024-10-30,2024-12-24,Rep 41,Midwest,Finance,Mid-Market,Inbound,Demo,86800,0.38,55,32984.0
OPP-203141,ACC-10661,2023-12-17,2024-01-14,Rep 32,Northeast,Finance,SMB,Referral,Closed Won,7900,1.0,28,7900.0
OPP-203142,ACC-14672,2024-10-02,2024-12-24,Rep 3,Northeast,Real Estate,Enterprise,Partner,Demo,72200,0.38,83,27436.0
OPP-203143,ACC-10101,2023-12-09,2024-02-03,Rep 35,West,Real Estate,Mid-Market,Paid Search,Proposal,58900,0.56,56,32984.0
OPP-203144,ACC-12628,2023-08-21,2023-09-25,Rep 42,Southwest,Manufacturing,Mid-Market,Paid Search,Lead,93700,0.08,35,7496.0
OPP-203145,ACC-11766,2023-08-13,2023-09-25,Rep 42,Midwest,Manufacturing,SMB,Paid Search,Closed Won,2000,1.0,43,2000.0
OPP-203146,ACC-15511,2025-03-25,2025-04-17,Rep 20,Northeast,Real Estate,SMB,Outbound,Proposal,27400,0.56,23,15344.0
OPP-203147,ACC-10999,2025-05-07,2025-07-12,Rep 38,Southwest,Logistics,Mid-Market,Outbound,Demo,28200,0.38,66,10716.0
OPP-203148,ACC-10784,2023-10-15,2024-01-18,Rep 16,Southeast,Manufacturing,Mid-Market,Partner,Demo,53500,0.38,95,20330.0
OPP-203149,ACC-11103,2024-10-02,2024-12-31,Rep 32,Midwest,Retail,Mid-Market,Referral,Closed Won,59000,1.0,90,59000.0
OPP-203150,ACC-15011,2023-10-19,2023-12-21,Rep 32,Northeast,Software,Mid-Market,Event,Closed Lost,78600,0.0,63,0.0
OPP-203151,ACC-11815,2024-01-19,2024-01-27,Rep 4,Southeast,Real Estate,SMB,Partner,Lead,5100,0.08,8,408.0
OPP-203152,ACC-11401,2024-03-15,2024-06-12,Rep 14,West,Finance,Enterprise,Partner,Closed Won,114600,1.0,89,114600.0
OPP-203153,ACC-10960,2024-02-16,2024-03-14,Rep 36,West,Finance,Mid-Market,Referral,Negotiation,75900,0.72,27,54648.0
OPP-203154,ACC-13128,2023-12-12,2024-02-06,Rep 14,Southwest,Finance,SMB,Paid Search,Proposal,7000,0.56,56,3920.0
OPP-203155,ACC-10148,2024-07-31,2024-10-06,Rep 40,West,Retail,Mid-Market,Paid Search,Negotiation,68600,0.72,67,49392.0
OPP-203156,ACC-10643,2025-05-30,2025-07-15,Rep 12,Midwest,Education,SMB,Referral,Demo,6200,0.38,46,2356.0
OPP-203157,ACC-13356,2024-06-03,2024-07-05,Rep 26,Midwest,Education,Mid-Market,Outbound,Closed Lost,12800,0.0,32,0.0
OPP-203158,ACC-15758,2025-01-08,2025-01-31,Rep 14,Southeast,Retail,SMB,Inbound,Demo,3300,0.38,23,1254.0
OPP-203159,ACC-13341,2024-01-20,2024-03-02,Rep 38,Southeast,Manufacturing,SMB,Referral,Demo,7200,0.38,42,2736.0
OPP-203160,ACC-14555,2024-10-29,2024-12-10,Rep 15,Southeast,Finance,SMB,Partner,Proposal,7500,0.56,42,4200.0
OPP-203161,ACC-15745,2023-09-15,2023-11-13,Rep 6,Southwest,Real Estate,Mid-Market,Referral,Proposal,32600,0.56,59,18256.0
OPP-203162,ACC-11365,2023-03-07,2023-04-21,Rep 24,Midwest,Retail,SMB,Partner,Demo,16900,0.38,45,6422.0
OPP-203163,ACC-14320,2023-05-21,2023-07-15,Rep 23,Midwest,Manufacturing,Mid-Market,Referral,Closed Won,21200,1.0,55,21200.0
OPP-203164,ACC-12686,2024-03-04,2024-04-08,Rep 18,Midwest,Logistics,SMB,Paid Search,Qualified,4800,0.22,35,1056.0
OPP-203165,ACC-12803,2025-03-20,2025-05-13,Rep 7,Southwest,Education,Mid-Market,Referral,Qualified,36500,0.22,54,8030.0
OPP-203166,ACC-14152,2024-10-27,2024-12-05,Rep 26,Northeast,Software,Mid-Market,Inbound,Qualified,47700,0.22,39,10494.0
OPP-203167,ACC-15170,2023-12-29,2024-05-17,Rep 4,West,Education,Enterprise,Inbound,Qualified,259800,0.22,140,57156.0
OPP-203168,ACC-14092,2024-03-17,2024-07-17,Rep 19,Northeast,Retail,Enterprise,Partner,Lead,108700,0.08,122,8696.0
OPP-203169,ACC-15341,2023-08-05,2023-08-10,Rep 15,West,Software,SMB,Outbound,Proposal,8200,0.56,5,4592.0
OPP-203170,ACC-14933,2025-05-01,2025-06-08,Rep 2,West,Healthcare,Mid-Market,Inbound,Proposal,49900,0.56,38,27944.0
OPP-203171,ACC-13781,2023-12-20,2023-12-28,Rep 19,Southeast,Software,SMB,Inbound,Closed Won,1900,1.0,8,1900.0
OPP-203172,ACC-13690,2023-03-04,2023-03-07,Rep 26,Northeast,Logistics,SMB,Inbound,Negotiation,6700,0.72,3,4824.0
OPP-203173,ACC-13081,2024-08-06,2024-09-04,Rep 28,Midwest,Real Estate,Mid-Market,Outbound,Lead,8900,0.08,29,712.0
OPP-203174,ACC-15278,2024-01-14,2024-03-23,Rep 7,Southwest,Education,SMB,Outbound,Lead,6700,0.08,69,536.0
OPP-203175,ACC-11105,2023-10-10,2024-02-09,Rep 33,Midwest,Real Estate,Enterprise,Inbound,Negotiation,174700,0.72,122,125784.0
OPP-203176,ACC-10942,2023-05-25,2023-07-24,Rep 25,Southwest,Software,Enterprise,Paid Search,Qualified,447300,0.22,60,98406.0
OPP-203177,ACC-12832,2025-05-25,2025-07-23,Rep 36,Midwest,Software,SMB,Referral,Qualified,4000,0.22,59,880.0
OPP-203178,ACC-15783,2023-06-30,2023-08-06,Rep 30,Southwest,Retail,Mid-Market,Inbound,Negotiation,193000,0.72,37,138960.0
OPP-203179,ACC-13964,2023-05-25,2023-07-06,Rep 22,West,Real Estate,SMB,Outbound,Negotiation,6500,0.72,42,4680.0
OPP-203180,ACC-15152,2024-02-21,2024-05-08,Rep 16,Southwest,Manufacturing,Mid-Market,Referral,Closed Won,27400,1.0,77,27400.0
OPP-203181,ACC-10798,2024-10-01,2024-11-26,Rep 16,Northeast,Finance,Enterprise,Outbound,Closed Won,118900,1.0,56,118900.0
